,Price,Local,Surface,Bathroom,Floor
7324,€ 169.000,3 ,90,2 ,Piano terra
7327,€ 129.000,3 ,100,1 ,2
7328,€ 129.000,3 ,90,1 ,1
7329,€ 115.000,2 ,60,1 ,Piano terra
7331,€ 99.000,3 ,70,1 ,Piano terra
7332,€ 95.000,2 ,60,1 ,Piano terra
7334,€ 95.000,2 ,60,1 ,Piano terra
7335,€ 129.000,3 ,85,2 ,1
7336,€ 105.000,2 ,50,1 ,1
7337,€ 119.000,3 ,80,2 ,1
7340,€ 129.000,4 ,110,1 ,1
7341,€ 119.000,2 ,75,1 ,Piano terra
7342,€ 198.000,3 ,70,1 ,1
7343,€ 240.000,5 ,121,2 ,2
7344,€ 205.000,3 ,71,2 ,1
7345,€ 225.000,3 ,79,2 ,Piano terra
7346,€ 260.000,3 ,77,2 ,Piano terra
7347,€ 189.000,3 ,66,1 ,1
7348,€ 265.000,3 ,81,1 ,6
7349,€ 259.000,3 ,97,1 ,2
7351,€ 570.000,4 ,126,2 ,5
7352,€ 250.000,4 ,140,3 ,1
7353,€ 159.000,2 ,82,1 ,1
7354,€ 360.000,4 ,115,2 ,Ultimo
7355,€ 395.000,5+ ,160,2 ,8
7356,€ 199.000,4 ,90,1 ,1
7357,€ 50.000,2 ,20,1 ,Ultimo
7358,€ 549.000,5+ ,170,3 ,Piano terra
7359,€ 1.590.000,5 ,180,2 ,2
7360,€ 530.000,3 ,135,2 ,6
7362,€ 1.000.000,3 ,104,2 ,2
7363,€ 1.195.000,5+ ,190,3 ,2
7364,€ 399.000,3 ,98,2 ,3
7365,€ 169.000,2 ,65,1 ,3
7366,€ 139.000,2 ,45,1 ,1
7367,€ 205.000,3 ,50,1 ,Seminterrato
7368,€ 115.000,3 ,100,1 ,Piano terra
7369,€ 310.000,2 ,59,1 ,2
7370,€ 840.000,5 ,150,2 ,4
7371,€ 169.000,2 ,45,1 ,2
7373,€ 850.000,5 ,145,2 ,2
7374,€ 220.000,3 ,85,1 ,6
7375,€ 449.000,3 ,110,2 ,4
7376,€ 360.000,2 ,70,1 ,5
7377,€ 780.000,3 ,69,1 ,3
7378,€ 199.000,3 ,90,1 ,Ultimo
7379,€ 145.000,3 ,75,1 ,1
7381,€ 420.000,3 ,103,1 ,1
7382,€ 249.000,3 ,120,1 ,2
7383,€ 318.000,4 ,100,2 ,2
7384,€ 238.000,2 ,40,1 ,7
7385,€ 180.000,3 ,105,1 ,3
7386,€ 230.000,3 ,120,1 ,3
7387,€ 950.000,4 ,220,2 ,Ultimo
7388,€ 499.000,4 ,170,2 ,3
7389,€ 2.980.000,5 ,220,3 ,1
7390,€ 410.000,4 ,120,1 ,4
7391,€ 480.000,5+ ,130,2 ,1
7392,€ 229.000,3 ,80,2 ,3
7393,€ 730.000,3 ,115,2 ,4
7394,€ 550.000,4 ,119,2 ,5
7395,€ 520.000,5 ,160,3 ,2
7396,€ 265.000,3 ,90,1 ,2
7398,€ 299.000,4 ,120,2 ,2
7400,€ 1.490.000,5+ ,300,3 ,2
7401,€ 265.000,2 ,55,1 ,1
7402,€ 320.000,2 ,94,1 ,2
7403,€ 499.000,4 ,170,2 ,2
7405,€ 449.000,3 ,150,1 ,Piano terra
7406,€ 229.000,2 ,50,1 ,Piano terra
7407,€ 219.000,3 ,90,1 ,Piano rialzato
7408,€ 117.000,2 ,50,1 ,Piano terra
7409,€ 125.000,3 ,75,1 ,7
7410,€ 480.000,5+ ,150,2 ,1
7411,€ 1.199.000,5 ,220,3 ,1
7412,€ 297.000,2 ,62,1 ,4
7413,€ 210.000,3 ,75,1 ,3
7414,€ 479.000,5 ,120,2 ,3
7415,€ 690.000,3 ,110,1 ,5
7416,€ 220.000,2 ,74,1 ,2
7417,€ 450.000,3 ,120,2 ,Piano terra
7418,€ 329.000,3 ,120,1 ,1
7419,€ 298.000,2 ,62,1 ,1
7421,€ 1.950.000,5+ ,264,3 ,3
7422,€ 220.000,5 ,105,2 ,1
7424,€ 239.000,3 ,90,2 ,1
7425,€ 279.000,5 ,150,2 ,1
7426,€ 350.000,3 ,90,1 ,3
7427,€ 625.000,5+ ,155,3 ,Ultimo
7428,€ 299.000,4 ,130,2 ,Piano rialzato
7429,€ 459.000,5 ,130,2 ,4
7430,€ 199.000,3 ,120,1 ,Ultimo
7431,€ 219.000,4 ,109,1 ,4
7432,€ 425.000,5 ,135,3 ,1
7433,€ 650.000,3 ,110,2 ,3
7434,€ 399.000,4 ,142,1 ,3
7435,€ 399.000,4 ,90,1 ,Seminterrato
7436,€ 179.000,3 ,75,1 ,1
7437,€ 649.000,5 ,142,2 ,1
7438,€ 230.000,3 ,66,1 ,6
7439,€ 135.000,3 ,70,1 ,2
7440,€ 1.170.000,5+ ,300,3 ,1
7441,€ 279.000,5+ ,90,1 ,Seminterrato
7442,€ 595.000,2 ,75,1 ,3
7443,€ 299.000,3 ,120,2 ,1
7445,€ 570.000,5 ,160,2 ,2
7446,€ 2.430.000,5+ ,230,3 ,Ultimo
7448,€ 415.000,5+ ,114,2 ,2
7449,€ 270.000,4 ,112,1 ,3
7450,€ 265.000,2 ,65,1 ,2
7451,€ 580.000,2 ,110,1 ,1
7452,€ 1.150.000,5+ ,220,2 ,Piano rialzato
7453,€ 218.000,3 ,100,1 ,1
7454,€ 390.000,5 ,139,2 ,5
7455,€ 980.000,5 ,163,3 ,3
7456,€ 300.000,5 ,115,2 ,1
7457,€ 460.000,3 ,100,1 ,Piano terra
7458,€ 390.000,2 ,43,1 ,1
7459,€ 790.000,5 ,135,2 ,1
7460,€ 520.000,2 ,70,1 ,1
7461,€ 300.000,3 ,105,2 ,2
7462,€ 1.380.000,5+ ,230,3 ,1
7464,€ 310.000,5 ,130,1 ,1
7465,€ 305.000,2 ,85,2 ,Ultimo
7466,€ 395.000,4 ,105,2 ,2
7467,€ 650.000,3 ,110,1 ,Ultimo
7468,€ 900.000,4 ,80,1 ,3
7470,€ 1.250.000,5+ ,154,2 ,1
7471,€ 550.000,5 ,140,2 ,4
7472,€ 135.000,2 ,51,1 ,Piano terra
7473,€ 1.200.000,5+ ,312,3 ,1
7475,€ 280.000,3 ,110,1 ,1
7477,€ 2.000.000,5+ ,210,2 ,1
7478,€ 140.000,2 ,60,1 ,Seminterrato
7479,€ 315.000,2 ,80,1 ,Piano terra
7480,€ 259.000,4 ,103,2 ,1
7481,€ 645.000,4 ,139,2 ,4
7482,€ 159.000,3 ,85,1 ,Piano terra
7483,€ 495.000,2 ,68,1 ,Piano terra
7484,€ 689.000,5 ,135,3+ ,3
7486,€ 280.000,2 ,75,1 ,6
7487,€ 319.000,3 ,65,1 ,Piano terra
7488,€ 420.000,3 ,100,2 ,3
7489,€ 365.000,3 ,104,2 ,3
7490,€ 850.000,5+ ,178,3 ,5
7491,€ 2.750.000,5+ ,720,3+ ,Piano terra
7492,€ 890.000,5 ,205,2 ,3
7493,€ 249.000,3 ,85,1 ,1
7494,€ 465.000,4 ,110,1 ,2
7495,€ 125.000,3 ,50,1 ,Piano terra
7496,€ 199.000,3 ,85,1 ,3
7497,€ 580.000,4 ,105,2 ,3
7498,€ 189.000,3 ,70,1 ,Piano rialzato
7499,€ 144.000,2 ,55,1 ,Piano terra
7500,€ 720.000,4 ,140,2 ,6
7503,€ 825.000,5+ ,185,3 ,2
7504,€ 249.000,3 ,130,1 ,Ultimo
7505,€ 589.000,4 ,120,2 ,1
7506,€ 145.000,2 ,67,1 ,Piano rialzato
7507,€ 445.000,5 ,130,2 ,Piano terra
7508,€ 1.450.000,5+ ,360,3 ,Piano terra
7509,€ 1.980.000,5+ ,270,3+ ,3
7510,€ 205.000,2 ,90,2 ,1
7512,€ 350.000,3 ,60,1 ,Piano terra
7514,€ 199.000,3 ,130,1 ,Ultimo
7515,€ 665.000,5+ ,145,2 ,3
7517,€ 440.000,5 ,145,2 ,2
7518,€ 590.000,3 ,130,2 ,Ultimo
7519,€ 950.000,5+ ,187,3 ,2
7520,€ 400.000,4 ,102,1 ,3
7521,€ 199.000,3 ,75,1 ,Piano terra
7523,€ 299.000,4 ,130,2 ,4
7524,€ 215.000,2 ,60,1 ,5
7525,€ 1.900.000,5+ ,256,2 ,5
7526,€ 399.000,4 ,90,2 ,2
7528,€ 330.000,5 ,118,2 ,1
7529,€ 520.000,4 ,133,3 ,1
7530,€ 435.000,5 ,156,2 ,Piano terra
7531,€ 179.000,3 ,75,1 ,1
7532,€ 455.000,4 ,130,3+ ,4
7533,€ 340.000,3 ,96,1 ,4
7534,€ 695.000,4 ,160,3+ ,4
7535,€ 679.000,5 ,195,3 ,2
7536,€ 2.300.000,5+ ,250,3+ ,1
7537,€ 2.800.000,5+ ,250,3 ,4
7538,€ 370.000,5+ ,138,1 ,Seminterrato
7539,€ 595.000,5 ,165,3+ ,1
7540,€ 299.000,3 ,105,2 ,2
7542,€ 980.000,5 ,200,3 ,1
7543,€ 790.000,5+ ,165,2 ,4
7544,€ 1.400.000,5+ ,335,3+ ,5
7545,€ 425.000,5+ ,178,2 ,1
7546,€ 450.000,4 ,145,2 ,Piano terra
7548,€ 125.000,2 ,64,1 ,2
7549,€ 350.000,4 ,146,2 ,1
7550,€ 200.000,3 ,105,1 ,Piano rialzato
7551,€ 210.000,4 ,108,1 ,3
7552,€ 169.000,3 ,70,1 ,Piano terra
7553,€ 129.000,2 ,63,1 ,1
7554,€ 440.000,4 ,110,2 ,1
7555,€ 750.000,4 ,120,2 ,Ultimo
7556,€ 780.000,3 ,80,1 ,2
7557,€ 320.000,4 ,90,1 ,2
7558,€ 380.000,3 ,77,1 ,1
7559,€ 337.000,4 ,150,2 ,1
7561,€ 250.000,4 ,85,2 ,1
7563,€ 229.000,3 ,95,1 ,4
7564,€ 90.000,3 ,55,1 ,3
7566,€ 250.000,4 ,100,1 ,2
7567,€ 200.000,2 ,75,1 ,2
7568,€ 379.000,5 ,145,2 ,5
7569,€ 439.000,4 ,140,2 ,3
7570,€ 469.000,3 ,120,2 ,1
7571,€ 290.000,4 ,80,1 ,1
7572,€ 459.000,4 ,126,1 ,1
7573,€ 220.000,3 ,100,1 ,3
7576,€ 465.000,3 ,100,2 ,3
7577,€ 109.000,1 ,35,1 ,Piano rialzato
7579,€ 840.000,5 ,160,3 ,5
7580,€ 690.000,5 ,183,2 ,1
7581,€ 490.000,5 ,194,2 ,1
7582,€ 450.000,3 ,82,1 ,2
7583,€ 780.000,5+ ,218,3 ,2
7584,€ 980.000,5+ ,228,3 ,2
7587,€ 149.000,3 ,75,1 ,1
7588,€ 550.000,5 ,165,3 ,1
7589,€ 420.000,3 ,86,2 ,1
7590,€ 590.000,4 ,175,2 ,2
7591,€ 335.000,3 ,65,1 ,Piano terra
7592,€ 430.000,5 ,90,1 ,8
7593,€ 570.000,5 ,177,3 ,1
7595,€ 265.000,3 ,75,1 ,Ultimo
7598,€ 340.000,2 ,67,1 ,1
7600,€ 498.000,4 ,182,2 ,Piano terra
7601,€ 1.090.000,5+ ,238,3+ ,2
7604,€ 229.000,3 ,80,1 ,Piano terra
7605,€ 156.000,1 ,43,1 ,Ultimo
7607,€ 430.000,3 ,114,2 ,2
7608,€ 379.000,3 ,85,2 ,1
7609,€ 630.000,5 ,151,2 ,2
7610,€ 107.000,2 ,45,1 ,2
7611,€ 89.000,1 ,38,1 ,4
7612,€ 389.000,5 ,115,2 ,Ultimo
7613,€ 415.000,4 ,110,2 ,5
7615,€ 210.000,3 ,107,1 ,2
7616,€ 275.000,3 ,66,2 ,2
7617,€ 250.000,3 ,87,1 ,Piano rialzato
7618,€ 315.000,4 ,124,2 ,1
7619,€ 398.000,4 ,110,2 ,Ultimo
7620,€ 152.000,3 ,70,1 ,3
7621,€ 925.000,5+ ,209,2 ,3
7622,€ 490.000,5+ ,137,2 ,2
7623,€ 1.150.000,4 ,116,2 ,4
7624,€ 115.000,2 ,51,1 ,Piano terra
7625,€ 3.950.000,5+ ,348,3+ ,3
7626,€ 449.000,4 ,123,2 ,Ultimo
7627,€ 499.000,3 ,165,2 ,Ultimo
7628,€ 189.000,4 ,130,1 ,4
7629,€ 510.000,5 ,156,2 ,5
7630,€ 189.000,4 ,90,2 ,1
7631,€ 239.000,3 ,80,1 ,1
7632,€ 230.000,3 ,75,2 ,1
7633,€ 225.000,2 ,56,1 ,2
7634,€ 339.000,3 ,88,1 ,8
7635,€ 650.000,5 ,156,2 ,Piano terra
7636,€ 460.000,4 ,110,2 ,1
7637,€ 179.000,4 ,140,1 ,Piano rialzato
7638,€ 340.000,3 ,100,1 ,Piano terra
7639,€ 350.000,4 ,130,2 ,2
7640,€ 325.000,3 ,92,2 ,1
7642,€ 129.000,2 ,50,1 ,1
7643,€ 199.000,3 ,80,1 ,2
7644,€ 159.000,2 ,53,1 ,Piano terra
7645,€ 155.000,3 ,100,1 ,Seminterrato
7646,€ 108.000,2 ,40,1 ,4
7647,€ 1.150.000,4 ,116,2 ,4
7648,€ 169.000,3 ,60,1 ,1
7649,€ 149.000,3 ,55,1 ,2
7650,€ 350.000,3 ,113,2 ,1
7651,€ 115.000,2 ,55,1 ,Piano terra
7652,€ 115.000,2 ,40,1 ,3
7653,€ 155.000,2 ,50,1 ,1
7654,€ 140.000,3 ,70,1 ,1
7655,€ 139.000,2 ,50,1 ,3
7656,€ 210.000,3 ,85,2 ,2
7657,€ 230.000,3 ,80,1 ,5
7658,€ 718.000,5 ,147,3 ,3
7659,€ 289.000,4 ,125,2 ,1
7661,€ 205.000,2 ,45,1 ,1
7662,€ 220.000,2 ,66,1 ,5
7663,€ 237.000,3 ,76,2 ,2
7665,€ 215.000,2 ,62,1 ,2
7666,€ 430.000,4 ,120,2 ,1
7668,€ 445.000,4 ,125,2 ,5
7669,€ 359.000,3 ,95,2 ,3
7671,€ 225.000,4 ,100,2 ,2
7672,€ 219.000,2 ,75,1 ,1
7673,€ 65.000,1 ,40,1 ,2
7674,€ 229.000,4 ,115,2 ,2
7675,€ 149.000,1 ,45,1 ,Ultimo
7676,€ 295.000,3 ,90,1 ,4
7677,€ 420.000,4 ,154,3 ,3
7678,€ 260.000,3 ,110,1 ,1
7679,€ 248.000,2 ,70,1 ,Piano terra
7681,€ 239.000,3 ,60,1 ,Piano terra
7682,€ 960.000,5+ ,240,3 ,1
7683,€ 2.200.000,5+ ,435,3+ ,4
7685,€ 395.000,3 ,90,2 ,Piano terra
7686,€ 349.000,3 ,130,1 ,3
7687,€ 438.000,5+ ,110,2 ,3
7688,€ 169.000,3 ,65,1 ,1
7689,€ 279.000,3 ,85,2 ,3
7690,€ 1.140.000,5+ ,230,3 ,5
7691,€ 199.000,3 ,75,1 ,Ultimo
7693,€ 239.000,2 ,44,1 ,5
7694,€ 870.000,5+ ,291,3 ,2
7695,€ 979.000,5 ,226,3+ ,6
7696,€ 430.000,3 ,85,2 ,1
7697,€ 183.000,2 ,54,1 ,Piano terra
7698,€ 1.650.000,5+ ,250,3+ ,1
7699,€ 369.000,4 ,130,2 ,6
7700,€ 460.000,5+ ,170,2 ,Piano terra
7701,€ 219.000,3 ,85,1 ,4
7702,€ 1.450.000,5+ ,245,3 ,3
7703,€ 845.000,5+ ,220,3 ,Piano terra
7704,€ 318.000,3 ,100,2 ,1
7705,€ 650.000,4 ,150,2 ,Piano terra
7706,€ 128.000,3 ,65,1 ,3
7707,€ 97.000,1 ,45,1 ,5
7708,€ 105.000,2 ,40,1 ,Piano terra
7709,€ 628.000,4 ,103,2 ,5
7710,€ 460.000,3 ,80,1 ,3
7712,€ 1.050.000,5+ ,180,3+ ,Ultimo
7713,€ 1.080.000,4 ,191,3 ,5
7714,€ 630.000,5+ ,195,2 ,Piano terra
7715,€ 330.000,3 ,80,2 ,2
7717,€ 119.800,2 ,40,1 ,1
7719,€ 179.500,2 ,55,1 ,1
7720,€ 498.000,5 ,120,3+ ,2
7721,€ 329.000,4 ,100,2 ,3
7722,€ 435.000,4 ,150,3 ,Piano terra
7723,€ 770.000,2 ,67,1 ,Piano terra
7725,€ 495.000,4 ,108,2 ,Piano terra
7726,€ 460.000,5 ,160,2 ,2
7727,€ 275.000,2 ,76,1 ,8
7728,€ 1.390.000,5+ ,324,3 ,2
7730,€ 299.000,4 ,139,2 ,3
7731,€ 299.000,3 ,115,1 ,Ultimo
7732,€ 495.000,5 ,110,1 ,2
7733,€ 750.000,5 ,150,1 ,3
7734,€ 275.000,3 ,88,1 ,Ultimo
7735,€ 198.000,2 ,40,1 ,Seminterrato
7736,€ 999.000,5+ ,180,2 ,Ultimo
7737,€ 280.000,5+ ,200,2 ,3
7738,€ 1.300.000,5+ ,312,3+ ,1
7739,€ 198.000,2 ,62,1 ,Piano rialzato
7740,€ 249.000,2 ,72,1 ,7
7742,€ 169.000,3 ,72,1 ,Piano terra
7743,€ 220.000,3 ,100,1 ,1
7744,€ 250.000,3 ,100,2 ,1
7745,€ 1.590.000,5 ,180,2 ,3
7746,€ 530.000,2 ,70,2 ,1
7747,€ 369.000,3 ,110,2 ,1
7748,€ 290.000,4 ,135,2 ,2
7749,€ 119.000,2 ,50,1 ,Piano rialzato
7750,€ 189.000,5 ,95,1 ,Ultimo
7751,€ 550.000,5 ,160,3 ,5
7752,€ 340.000,4 ,97,2 ,4
7753,€ 169.000,3 ,55,1 ,5
7755,€ 199.000,3 ,85,1 ,1
7756,€ 480.000,4 ,140,2 ,4
7757,€ 450.000,3 ,80,2 ,1
7758,€ 475.000,3 ,90,1 ,5
7759,€ 370.000,5 ,116,2 ,2
7760,€ 199.000,3 ,104,2 ,1
7761,€ 495.000,3 ,120,1 ,Ultimo
7762,€ 230.000,2 ,80,1 ,1
7763,€ 1.350.000,5+ ,290,3 ,3
7764,€ 269.000,3 ,105,1 ,4
7765,€ 675.000,4 ,191,2 ,8
7766,€ 187.000,2 ,60,1 ,4
7767,€ 289.000,2 ,60,1 ,1
7768,€ 219.000,2 ,70,1 ,Seminterrato
7769,€ 459.000,3 ,100,2 ,2
7770,€ 198.000,3 ,90,1 ,3
7771,€ 210.000,3 ,65,1 ,1
7772,€ 260.000,2 ,50,1 ,3
7773,€ 549.000,5+ ,160,3 ,Piano rialzato
7774,€ 310.000,2 ,78,1 ,1
7775,€ 379.000,4 ,100,1 ,Piano terra
7776,€ 275.000,2 ,81,1 ,1
7777,€ 1.390.000,2 ,60,1 ,1
7778,€ 420.000,4 ,130,2 ,2
7779,€ 258.000,3 ,80,1 ,1
7781,€ 179.000,2 ,50,1 ,Ultimo
7782,€ 320.000,4 ,115,2 ,1
7784,€ 980.000,4 ,113,2 ,1
7785,€ 499.000,3 ,125,1 ,1
7786,€ 465.000,5 ,141,2 ,1
7787,€ 430.000,2 ,85,1 ,1
7788,€ 850.000,5 ,220,3 ,1
7789,€ 260.000,1 ,46,1 ,Piano terra
7790,€ 139.000,2 ,50,1 ,Piano terra
7791,€ 279.000,3 ,109,2 ,2
7792,€ 550.000,5+ ,140,2 ,3
7794,€ 249.000,2 ,60,1 ,4
7795,€ 249.000,2 ,50,1 ,Ultimo
7797,€ 1.040.000,5+ ,208,3 ,4
7799,€ 179.000,2 ,61,1 ,Piano rialzato
7800,€ 260.000,4 ,140,2 ,2
7801,€ 679.000,5 ,160,2 ,3
7802,€ 299.000,3 ,65,1 ,Piano rialzato
7803,€ 900.000,5+ ,220,2 ,5
7804,€ 569.000,5 ,147,2 ,5
7805,€ 545.000,5 ,150,2 ,1
7807,€ 475.000,5+ ,150,2 ,3
7808,€ 210.000,2 ,70,1 ,5
7810,€ 169.000,2 ,85,1 ,4
7811,€ 375.000,3 ,90,1 ,2
7812,€ 485.000,3 ,80,2 ,Ultimo
7813,€ 440.000,4 ,120,2 ,1
7814,€ 1.200.000,5+ ,235,3+ ,Piano terra
7815,€ 415.000,5 ,130,2 ,Piano terra
7816,€ 429.000,4 ,120,2 ,1
7817,€ 159.000,3 ,66,2 ,2
7818,€ 110.000,2 ,65,1 ,1
7819,€ 299.000,3 ,98,2 ,1
7820,€ 950.000,5+ ,690,3+ ,Piano terra
7821,€ 209.000,2 ,110,2 ,Piano terra
7822,€ 109.000,2 ,30,1 ,Piano terra
7823,€ 1.950.000,5+ ,300,3+ ,2
7824,€ 129.000,4 ,100,1 ,Piano rialzato
7825,€ 830.000,5 ,200,2 ,5
7827,€ 440.000,4 ,105,2 ,4
7828,€ 130.000,1 ,43,1 ,4
7829,€ 310.000,4 ,90,2 ,Piano terra
7830,€ 800.000,5+ ,240,2 ,Ultimo
7831,€ 285.000,2 ,55,1 ,Piano rialzato
7832,€ 249.000,3 ,50,1 ,Piano terra
7833,€ 740.000,4 ,225,3 ,1
7834,€ 128.000,3 ,55,1 ,Piano terra
7836,€ 84.000,2 ,45,1 ,Piano terra
7837,€ 900.000,5 ,150,1 ,5
7839,€ 800.000,5+ ,300,3+ ,5
7840,€ 790.000,4 ,151,2 ,4
7841,€ 310.000,4 ,141,2 ,Ultimo
7842,€ 169.000,2 ,37,1 ,1
7843,€ 579.000,4 ,125,2 ,Piano terra
7844,€ 179.000,3 ,72,2 ,Ultimo
7845,€ 270.000,2 ,74,1 ,8
7846,€ 360.000,5 ,140,3 ,5
7847,€ 265.000,3 ,100,2 ,6
7848,€ 389.000,3 ,80,1 ,3
7849,€ 235.000,4 ,85,2 ,5
7851,€ 445.000,3 ,135,2 ,3
7853,€ 559.000,4 ,130,2 ,1
7854,€ 285.000,2 ,60,1 ,1
7855,€ 325.000,3 ,90,2 ,5
7856,€ 215.000,3 ,115,1 ,2
7857,€ 699.000,5 ,160,2 ,Piano terra
7858,€ 550.000,5+ ,159,3 ,2
7859,€ 850.000,3 ,120,2 ,5
7860,€ 2.300.000,5 ,230,3 ,2
7862,€ 790.000,5+ ,200,3 ,4
7864,€ 298.000,3 ,80,2 ,Piano terra
7866,€ 730.000,4 ,163,2 ,3
7867,€ 299.000,1 ,54,1 ,Piano terra
7868,€ 385.000,3 ,135,2 ,3
7869,€ 1.100.000,4 ,151,3 ,4
7871,€ 265.000,2 ,74,1 ,5
7874,€ 260.000,3 ,145,2 ,2
7875,€ 695.000,3 ,90,1 ,Ultimo
7876,€ 590.000,5 ,140,2 ,4
7877,€ 890.000,5+ ,400,3+ ,Piano terra
7879,€ 4.000.000,5+ ,425,3+ ,8
7881,€ 289.000,3 ,90,1 ,5
7882,€ 299.000,3 ,100,2 ,4
7883,€ 370.000,4 ,117,1 ,Piano terra
7884,€ 175.000,5+ ,160,2 ,Seminterrato
7885,€ 690.000,5+ ,185,2 ,4
7886,€ 930.000,5+ ,220,2 ,1
7889,€ 290.000,4 ,80,2 ,1
7890,€ 335.000,3 ,80,2 ,3
7891,€ 485.000,3 ,93,2 ,1
7892,€ 149.000,2 ,60,2 ,3
7893,€ 380.000,4 ,120,1 ,1
7894,€ 595.000,4 ,90,2 ,2
7895,€ 326.000,3 ,102,2 ,6
7896,€ 430.000,5 ,155,2 ,6
7897,€ 199.000,2 ,60,1 ,6
7898,€ 1.850.000,5+ ,375,3+ ,2
7899,€ 459.000,5+ ,170,2 ,Piano terra
7901,€ 210.000,3 ,70,1 ,Piano terra
7902,€ 190.000,3 ,91,1 ,1
7904,€ 799.000,5+ ,260,3 ,3
7906,€ 539.000,3 ,125,1 ,3
7907,€ 169.000,3 ,98,1 ,1
7910,€ 149.000,3 ,70,1 ,2
7911,€ 635.000,5 ,217,3 ,2
7912,€ 520.000,4 ,140,1 ,5
7913,€ 330.000,5 ,119,2 ,Piano rialzato
7914,€ 760.000,4 ,200,3 ,Ultimo
7915,€ 530.000,3 ,113,1 ,3
7916,€ 173.000,2 ,65,1 ,1
7917,€ 445.000,3 ,94,2 ,1
7918,€ 275.000,2 ,75,1 ,Ultimo
7919,€ 179.000,4 ,100,1 ,4
7920,€ 360.000,1 ,36,1 ,Piano terra
7921,€ 450.000,3 ,149,1 ,1
7922,€ 650.000,5+ ,205,2 ,1
7923,€ 199.000,3 ,110,1 ,2
7925,€ 445.000,4 ,116,1 ,4
7926,€ 920.000,4 ,211,3 ,3
7927,€ 690.000,5+ ,180,2 ,2
7928,€ 279.000,2 ,65,1 ,1
7930,€ 330.000,3 ,92,2 ,Piano rialzato
7931,€ 230.000,5 ,80,1 ,7
7932,€ 829.000,4 ,140,2 ,Piano terra
7933,€ 114.000,3 ,60,1 ,Ultimo
7934,€ 720.000,5+ ,196,2 ,2
7937,€ 126.000,2 ,69,1 ,2
7938,€ 388.000,3 ,100,1 ,3
7940,€ 560.000,2 ,56,1 ,Piano terra
7941,€ 200.000,3 ,65,1 ,3
7942,€ 770.000,5 ,210,2 ,Piano terra
7943,€ 385.000,3 ,120,1 ,Ultimo
7946,€ 295.000,3 ,93,1 ,1
7947,€ 259.000,3 ,90,1 ,Piano terra
7948,€ 195.000,2 ,55,1 ,3
7949,€ 465.000,5 ,104,1 ,3
7950,€ 550.000,5 ,140,2 ,1
7951,€ 250.000,2 ,76,1 ,Piano terra
7952,€ 178.000,2 ,61,1 ,3
7954,€ 149.000,2 ,70,1 ,Piano terra
7955,€ 599.000,5 ,170,2 ,Ultimo
7956,€ 499.000,5+ ,170,2 ,2
7958,€ 295.000,3 ,133,2 ,4
7959,€ 125.000,2 ,55,1 ,Seminterrato
7960,€ 145.000,2 ,50,1 ,2
7962,€ 799.000,5+ ,170,3 ,Ultimo
7963,€ 1.149.000,5+ ,250,3 ,2
7964,€ 159.000,2 ,70,1 ,1
7965,€ 499.000,4 ,120,1 ,Piano terra
7966,€ 245.000,4 ,90,2 ,4
7967,€ 245.000,3 ,86,1 ,Piano rialzato
7968,€ 259.000,3 ,125,2 ,Piano rialzato
7969,€ 710.000,4 ,150,2 ,1
7970,€ 265.000,2 ,65,1 ,Piano terra
7972,€ 595.000,3 ,90,2 ,Ultimo
7973,€ 299.000,4 ,120,2 ,3
7974,€ 960.000,5 ,155,2 ,Ultimo
7975,€ 335.000,3 ,90,1 ,1
7977,€ 279.000,3 ,90,1 ,Seminterrato
7981,€ 277.000,4 ,100,2 ,3
7982,€ 259.000,2 ,55,1 ,Piano rialzato
7983,€ 258.000,2 ,55,1 ,3
7984,€ 289.000,2 ,82,1 ,Piano terra
7986,€ 199.000,4 ,95,2 ,8
7987,€ 530.000,5 ,158,3 ,2
7988,€ 259.000,4 ,90,2 ,2
7989,€ 389.000,3 ,102,2 ,9
7990,€ 149.000,2 ,35,1 ,Piano terra
7992,€ 129.000,2 ,50,1 ,4
7993,€ 360.000,3 ,95,2 ,Piano terra
7994,€ 130.000,2 ,40,1 ,Piano terra
7995,€ 540.000,4 ,145,2 ,2
7996,€ 555.000,5+ ,205,3 ,1
7997,€ 590.000,5 ,150,3 ,1
7998,€ 205.000,4 ,141,2 ,2
7999,€ 390.000,3 ,120,2 ,3
8000,€ 740.000,5+ ,234,3 ,4
8002,€ 205.000,4 ,125,2 ,2
8003,€ 315.000,3 ,80,2 ,2
8004,€ 499.000,3 ,130,2 ,1
8005,€ 195.000,2 ,45,2 ,Piano terra
8006,€ 1.380.000,5+ ,370,3+ ,4
8007,€ 289.000,3 ,89,1 ,1
8008,€ 249.000,3 ,75,1 ,1
8009,€ 649.000,4 ,120,1 ,Ultimo
8010,€ 259.000,3 ,75,1 ,3
8012,€ 279.000,4 ,100,2 ,1
8013,€ 300.000,3 ,98,1 ,Piano terra
8015,€ 179.000,2 ,65,1 ,3
8016,€ 609.000,4 ,135,2 ,6
8017,€ 245.000,3 ,87,2 ,Piano terra
8018,€ 189.000,3 ,100,2 ,3
8019,€ 112.000,2 ,59,1 ,4
8020,€ 949.000,5+ ,250,3 ,2
8021,€ 119.000,2 ,55,1 ,Piano terra
8022,€ 299.000,3 ,100,1 ,Ultimo
8023,€ 660.000,5+ ,250,2 ,Piano rialzato
8024,€ 259.000,3 ,82,1 ,4
8025,€ 739.000,2 ,120,2 ,Piano terra
